Company Name,Total Advisers,Website,Enrich Company,Name,Website (2),Employee Count,Size,Industry,Description,Url,Follower Count,Domain,Type,Founded,Revenue,Revenue Data Provider,Site Traffic,Add Lead to Campaign,People Search (Find People from Uk Advisors Csv) - 2025-05-12T22:23:41.167Z,Convert to JSON,Supabase
Trevor Hillier,1,https://partnership.sjp.co.uk/partner/trevorhillie,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Trevor Hillier"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/trevorhillie"",""Website (2)"":""""}",
Gary John Morris,1,https://www.morrispowell.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Gary John Morris"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.morrispowell.co.uk"",""Website (2)"":""""}",
Oculus Wealth Management (Godalming) Limited,1,https://www.oculuswealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Oculus Wealth Management (Godalming) Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.oculuswealth.co.uk"",""Website (2)"":""""}",
Chaldon Fox Associates Ltd,1,https://www.chaldonfoxassociates.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Chaldon Fox Associates Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.chaldonfoxassociates.co.uk"",""Website (2)"":""""}",
Lancer Wealth Management Ltd,1,https://partnership.sjp.co.uk/partner/lancerwealth,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Lancer Wealth Management Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/lancerwealth"",""Website (2)"":""""}",
Integrity Wealth Planning Ltd,1,https://www.integritywp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Integrity Wealth Planning Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.integritywp.co.uk"",""Website (2)"":""""}",
Philip Clark,1,https://www.iqwealthmanagement.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Philip Clark"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.iqwealthmanagement.co.uk"",""Website (2)"":""""}",
Capel Alley Limited,1,https://www.capelalley.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Capel Alley Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.capelalley.co.uk"",""Website (2)"":""""}",
Adam Liddelow,1,http://www.liddelowfs.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Adam Liddelow"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""http://www.liddelowfs.co.uk"",""Website (2)"":""""}",
Surrey Wealth LTD,1,https://www.surreywealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Surrey Wealth LTD"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.surreywealth.co.uk"",""Website (2)"":""""}",
Murray West Associates Ltd,1,https://www.murray-west.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Murray West Associates Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.murray-west.co.uk"",""Website (2)"":""""}",
AWP Financial Solutions Ltd,1,https://www.parkhousefc.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""AWP Financial Solutions Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.parkhousefc.com"",""Website (2)"":""""}",
Ferguson Wealth Management Limited,1,https://www.fwml.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Ferguson Wealth Management Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.fwml.co.uk"",""Website (2)"":""""}",
Christian Selley,1,https://www.cjselleyfp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Christian Selley"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.cjselleyfp.co.uk"",""Website (2)"":""""}",
Greysmere Associates Limited,1,https://www.greysmere-ifa.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Greysmere Associates Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.greysmere-ifa.co.uk"",""Website (2)"":""""}",
Peter Hawthorne,1,https://www.hawthornewealthmanagement.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Peter Hawthorne"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.hawthornewealthmanagement.com"",""Website (2)"":""""}",
Osprey Wealth Management Limited,1,https://www.ospreywealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Osprey Wealth Management Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.ospreywealth.co.uk"",""Website (2)"":""""}",
Richard Conway,1,https://www.sjpp.co.uk/richardconway,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Richard Conway"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.sjpp.co.uk/richardconway"",""Website (2)"":""""}",
Saul Pascoe,1,https://www.sjpp.co.uk/saulpascoe,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Saul Pascoe"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.sjpp.co.uk/saulpascoe"",""Website (2)"":""""}",
Peter Triggs Financial Planning LTD,1,https://www.mandgwealth.com/petertriggsfinancialpl,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Peter Triggs Financial Planning LTD"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.mandgwealth.com/petertriggsfinancialpl"",""Website (2)"":""""}",
20 Twenty Wealth Management Limited,1,https://www.visionifp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""20 Twenty Wealth Management Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.visionifp.co.uk"",""Website (2)"":""""}",
Ruth Homberger,1,https://www.ruthhomberger.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Ruth Homberger"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.ruthhomberger.co.uk"",""Website (2)"":""""}",
Hartley Wealth Management Limited,1,https://www.terryhartley.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Hartley Wealth Management Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.terryhartley.co.uk"",""Website (2)"":""""}",
BrightPath Financial Planning Ltd,1,https://www.mandg.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""BrightPath Financial Planning Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.mandg.com"",""Website (2)"":""""}",
Bailey Financial Limited,1,https://www.baileyfinancial.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Bailey Financial Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.baileyfinancial.co.uk"",""Website (2)"":""""}",
Thomas Rigg Wealth Management Limited,1,https://thomas-rigg.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Thomas Rigg Wealth Management Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://thomas-rigg.co.uk"",""Website (2)"":""""}",
MLA Wealth Management Ltd,1,https://www.mlawealthmanagement.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""MLA Wealth Management Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.mlawealthmanagement.co.uk"",""Website (2)"":""""}",
McLeod Wealth Management Limited,1,https://partnership.sjp.co.uk/partner/ianmcleod,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""McLeod Wealth Management Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/ianmcleod"",""Website (2)"":""""}",
Shradha Daniels,1,https://partnership.sjp.co.uk/partner/woodcotegrov,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Shradha Daniels"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/woodcotegrov"",""Website (2)"":""""}",
MJK Financial Planning Limited,1,https://www.michaelkiener.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""MJK Financial Planning Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.michaelkiener.co.uk"",""Website (2)"":""""}",
FSWM Limited,1,https://www.fswm.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""FSWM Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.fswm.uk"",""Website (2)"":""""}",
NEWNHAM AND ASSOCIATES LIMITED,1,https://www.visionifp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""NEWNHAM AND ASSOCIATES LIMITED"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.visionifp.co.uk"",""Website (2)"":""""}",
Dominic Marcus Financial Consulting Limited,1,https://www.dominicmarcus.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Dominic Marcus Financial Consulting Limited"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.dominicmarcus.co.uk"",""Website (2)"":""""}",
Prime Wealth Management Ltd,1,https://partnership.sjp.co.uk/partner/primewealth,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Prime Wealth Management Ltd"",""Created At"":""2025-05-06T03:14:42.875Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/primewealth"",""Website (2)"":""""}",
McLaren Wealth Management UK Limited,1,https://www.mclarenwealthmanagement.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""McLaren Wealth Management UK Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.mclarenwealthmanagement.com"",""Website (2)"":""""}",
James Faux,1,https://partnership.sjp.co.uk/partner/jamesfaux,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""James Faux"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/jamesfaux"",""Website (2)"":""""}",
Northcliff Wealth Management Ltd,1,https://www.northcliffwealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Northcliff Wealth Management Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.northcliffwealth.co.uk"",""Website (2)"":""""}",
Philip Botchey,1,https://www.pbfps.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Philip Botchey"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.pbfps.co.uk"",""Website (2)"":""""}",
Hankley Financial Planning Ltd,1,https://www.hankleyfp.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Hankley Financial Planning Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.hankleyfp.com"",""Website (2)"":""""}",
Tavistock Insurance Services Limited,1,https://www.tavistock.org.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Tavistock Insurance Services Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.tavistock.org.uk"",""Website (2)"":""""}",
Oak Financial Management Limited,1,https://www.oakifa.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Oak Financial Management Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.oakifa.com"",""Website (2)"":""""}",
Rotherbrook Financial Planning Limited,1,https://www.rotherbrookfp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Rotherbrook Financial Planning Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.rotherbrookfp.co.uk"",""Website (2)"":""""}",
C A Financial Services Ltd,1,https://www.cafinancialservices.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""C A Financial Services Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.cafinancialservices.co.uk"",""Website (2)"":""""}",
Laura North,1,https://partnership.sjp.co.uk/partner/lauranorth,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Laura North"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/lauranorth"",""Website (2)"":""""}",
Monro Financial Management Ltd,1,https://www.monrofm.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Monro Financial Management Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.monrofm.com"",""Website (2)"":""""}",
Marlow Wealth Management Limited,1,https://www.marlowwealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Marlow Wealth Management Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.marlowwealth.co.uk"",""Website (2)"":""""}",
Elliott Sanders,1,https://partnership.sjp.co.uk/partner/fehufp,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Elliott Sanders"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/fehufp"",""Website (2)"":""""}",
Hubert Child Limited,1,https://www.hubertchild.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Hubert Child Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.hubertchild.co.uk"",""Website (2)"":""""}",
Wentworth Wealth Management LLP,1,https://www.wentworthwm.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Wentworth Wealth Management LLP"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.wentworthwm.co.uk"",""Website (2)"":""""}",
Power Financial Planning Limited,1,https://partnership.sjp.co.uk/partner/powerfp,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Power Financial Planning Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/powerfp"",""Website (2)"":""""}",
Duncan Financial Services Ltd,1,https://www.visionifp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Duncan Financial Services Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.visionifp.co.uk"",""Website (2)"":""""}",
Four Seasons Financial Planning Ltd,1,https://www.fourseasonsfp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Four Seasons Financial Planning Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.fourseasonsfp.co.uk"",""Website (2)"":""""}",
KBP Financial Limited,1,https://www.kbp-financial.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""KBP Financial Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.kbp-financial.com"",""Website (2)"":""""}",
Mark Eastlake,1,https://www.eastlakewm.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Mark Eastlake"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.eastlakewm.co.uk"",""Website (2)"":""""}",
Jupp Castle Financial Services Limited,1,https://www.juppcastle.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Jupp Castle Financial Services Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.juppcastle.co.uk"",""Website (2)"":""""}",
Mark Setter,1,https://partnership.sjp.co.uk/partner/marksetter,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Mark Setter"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/marksetter"",""Website (2)"":""""}",
Andrew Leppard,1,https://www.portsdownwealthmanagement.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Andrew Leppard"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.portsdownwealthmanagement.co.uk"",""Website (2)"":""""}",
Harty Ltd,1,https://www.hartyltd.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Harty Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.hartyltd.co.uk"",""Website (2)"":""""}",
Ambersmith Wealth Consultancy Ltd,1,https://www.ambersmithwc.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Ambersmith Wealth Consultancy Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.ambersmithwc.co.uk"",""Website (2)"":""""}",
Sutton Brook Wealth Management Limited,1,https://www.suttonbrookwm.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Sutton Brook Wealth Management Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.suttonbrookwm.co.uk"",""Website (2)"":""""}",
Toby Keate,1,https://www.taylorjamesfs.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Toby Keate"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.taylorjamesfs.co.uk"",""Website (2)"":""""}",
Goddard Perry Employee Benefits Ltd,1,https://www.goddardperry.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Goddard Perry Employee Benefits Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.goddardperry.com"",""Website (2)"":""""}",
Axxis Financial Planning Ltd,1,https://www.axxisfinancial.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Axxis Financial Planning Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.axxisfinancial.co.uk"",""Website (2)"":""""}",
Chartered Financial Group Limited,1,https://www.croydonfinancialservices.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Chartered Financial Group Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.croydonfinancialservices.co.uk"",""Website (2)"":""""}",
Country Wealth Ltd,1,https://www.countrywealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Country Wealth Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.countrywealth.co.uk"",""Website (2)"":""""}",
Matthew Davis-Skeggs,1,https://davis-skeggswealthmanagement.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Matthew Davis-Skeggs"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://davis-skeggswealthmanagement.co.uk"",""Website (2)"":""""}",
Jason Ball,1,https://www.plan.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Jason Ball"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.plan.co.uk"",""Website (2)"":""""}",
CCS Financial Services Limited,1,https://www.ccsinsure.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""CCS Financial Services Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.ccsinsure.co.uk"",""Website (2)"":""""}",
Unbiased Independent Financial Advisers Ltd,1,https://www.unbiasedfs.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Unbiased Independent Financial Advisers Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.unbiasedfs.co.uk"",""Website (2)"":""""}",
Meaningful Financial Planning Ltd,1,https://www.meaningfulfp.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Meaningful Financial Planning Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.meaningfulfp.co.uk"",""Website (2)"":""""}",
Alexander James Wealth Solutions Ltd,1,https://partnership.sjp.co.uk/ajwealth,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Alexander James Wealth Solutions Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/ajwealth"",""Website (2)"":""""}",
S J Wealth Management Ltd,1,https://sarah-jayneives.2plan.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""S J Wealth Management Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://sarah-jayneives.2plan.com"",""Website (2)"":""""}",
Wardale Fletcher Financial Consultants Ltd,1,https://www.wardalefletcher.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Wardale Fletcher Financial Consultants Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.wardalefletcher.com"",""Website (2)"":""""}",
Metcalf Wealth Managers Ltd,1,https://www.metcalf-ifa.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Metcalf Wealth Managers Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.metcalf-ifa.co.uk"",""Website (2)"":""""}",
Reef Financial Consulting Ltd,1,https://www.reeffc.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Reef Financial Consulting Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.reeffc.com"",""Website (2)"":""""}",
Platinum Financial Planning & IFA Limited,1,https://www.platinum-ifa.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Platinum Financial Planning & IFA Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.platinum-ifa.co.uk"",""Website (2)"":""""}",
Ford & Ford Financial Partners,1,https://www.fordford.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Ford & Ford Financial Partners"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.fordford.co.uk"",""Website (2)"":""""}",
Trembeth Wealth Management LLP,1,https://www.ptrembeth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Trembeth Wealth Management LLP"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.ptrembeth.co.uk"",""Website (2)"":""""}",
Wealth Generation LLP,1,https://www.wealth-generation.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Wealth Generation LLP"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.wealth-generation.com"",""Website (2)"":""""}",
LONDON WEALTH BOX LIMITED,1,https://www.mandg.com,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""LONDON WEALTH BOX LIMITED"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.mandg.com"",""Website (2)"":""""}",
Parker Wealth Management Limited,1,https://linusparker.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Parker Wealth Management Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://linusparker.co.uk"",""Website (2)"":""""}",
Oliver Hillsdon,1,https://partnership.sjp.co.uk/partner/oliverhillsd,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Oliver Hillsdon"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://partnership.sjp.co.uk/partner/oliverhillsd"",""Website (2)"":""""}",
Lloyds Independent Financial Services,1,https://www.lloydsifs.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Lloyds Independent Financial Services"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.lloydsifs.co.uk"",""Website (2)"":""""}",
Bullivant Wealth Management Ltd,1,https://www.bullivantwealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Bullivant Wealth Management Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.bullivantwealth.co.uk"",""Website (2)"":""""}",
Castle Financial Services (South East) Ltd,1,https://www.castlefs.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Castle Financial Services (South East) Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.castlefs.co.uk"",""Website (2)"":""""}",
Compton Financial Services Ltd,1,https://www.comptonfinancial.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Compton Financial Services Ltd"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.comptonfinancial.co.uk"",""Website (2)"":""""}",
Kevin Hepworth,1,https://www.kevinhepworth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""Kevin Hepworth"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.kevinhepworth.co.uk"",""Website (2)"":""""}",
M B R Wealth Management Limited,1,https://www.mbrwealth.co.uk,,,,,,,,,,,,,,None found,,,,"{""Company Name"":""M B R Wealth Management Limited"",""Created At"":""2025-05-06T03:14:43.010Z"",""Name"":"""",""Total Advisers"":1,""Website"":""https://www.mbrwealth.co.uk"",""Website (2)"":""""}",
